MASTER_SAMPLE_CD,SPECIES_CD,NUMBER_OF_INDIVIDUALS,AVERAGE_LENGTH,MIN_LENGTH,MAX_LENGTH,TIME_SEEN
A2021061711580175,HAE FLAV,1,13,,,1
A2021061711580175,HAL RADI,6,9,5,14,1
A2021061711580175,HAL GARN,12,8,5,10,1
A2021061711580175,HAL GARN,8,3,3,4,1
A2021061711580175,ABU SAXA,1,10,,,2
A2021061711580175,CHA CAPI,2,,9,9,3
A2021061712560175,HAE FLAV,1,14,,,1
A2021061712560175,HAL GARN,3,9,8,11,1
A2021061712560175,HAL GARN,10,5,3,7,1
A2021061712560175,HAL RADI,1,7,,,1
A2021061712560175,SPA AURO,7,14,10,18,1
A2021061712560175,SPA AURO,10,5,3,7,1
A2021061712560175,BAL VETU,1,24,,,1
A2021061713390175,HAE FLAV,4,14,11,16,1
A2021061713390175,SPA AURO,5,16,12,20,1
A2021061713390175,SPA AURO,8,7,4,9,1
A2021061713390175,HAL GARN,3,11,9,12,1
A2021061713390175,HAL GARN,7,6,4,7,1
A2021061713390175,BAL VETU,1,30,,,1
A2021061511530163,SPA AURO,3,5,3,12,1
A2021061511530163,BAL VETU,2,,32,34,1
A2021061714500163,CHA CAPI,2,,10,10,1
A2021061714500163,HAE FLAV,9,16,14,19,1
A2021061714500163,ABU SAXA,2,,11,12,1
A2021061714500163,HAL GARN,1,3,,,2
A2021061712420163,CHA CAPI,2,,10,10,1
A2021061712420163,HAL RADI,1,13,,,1
A2021061712420163,SPA AURO,7,3,3,5,1
A2021061712420163,SPA AURO,2,,15,20,1
A2021061711140163,HAE FLAV,2,,17,19,1
A2021061711140163,SPA AURO,18,4,4,5,1
A2021061711140163,SPA AURO,4,14,13,16,1
A2021061711140163,CHA CAPI,4,10,9,10,1
A2021061711140163,HAL GARN,15,3,3,4,1
A2021061711140163,HAL GARN,3,12,10,12,1
A2021061711140163,HYP PUEL,1,11,,,1
A2021061711120367,SPA AURO,4,8,6,18,1
A2021061711120367,HAL GARN,6,6,4,8,1
A2021061711120367,CHA CAPI,2,,6,7,1
A2021061711120367,HAE FLAV,1,13,,,1
A2021061709360163,SPA AURO,3,6,5,20,1
A2021061709360163,HAL GARN,2,,11,12,1
A2021061709360163,HAL GARN,6,3,3,4,1
A2021061709170367,ABU SAXA,1,8,,,1
A2021061709170367,HAL GARN,4,8,6,9,1
A2021061709170367,HAE FLAV,3,16,12,18,1
A2021061709170367,SPA AURO,5,8,6,20,1
A2021061709170367,CHA CAPI,7,6,6,7,1
A2021061714430367,HAL GARN,4,5,3,7,1
A2021061714430367,SPA AURO,2,,15,16,1
A2021061713150367,SPA AURO,5,10,5,20,1
A2021061713150367,HAL GARN,2,,5,6,1
A2021061713150367,CHA CAPI,2,,7,8,1
A2021061713150367,EPI GUTT,1,23,,,1
A2021062110190175,BAL VETU,2,,31,35,1
A2021062110190175,SPA AURO,4,16,12,20,1
A2021062110190175,SPA AURO,5,6,4,10,1
A2021062110190175,HAL GARN,4,11,9,14,1
A2021062110190175,HAL GARN,8,5,3,7,1
A2021062110190175,HAE FLAV,1,16,,,2
A2021062110190175,CHA CAPI,1,11,,,3
A2021062112340175,CHA CAPI,3,10,10,11,1
A2021062112340175,SPA AURO,8,13,10,18,1
A2021062112340175,SPA AURO,4,6,5,9,1
A2021062112340175,HAL GARN,3,11,10,14,1
A2021062112340175,HAL GARN,2,,3,5,1
A2021062112340175,HAE FLAV,2,,16,16,1
A2021062112340175,BAL VETU,1,30,,,1
A2021062114590175,HAL GARN,4,11,10,12,1
A2021062114590175,HAL GARN,10,6,4,9,1
A2021062114590175,HAE FLAV,3,16,15,17,1
A2021062114590175,HAL RADI,1,9,,,1
A2021062114590175,SPA AURO,2,,7,15,1
A2021062111270432,HAL GARN,3,7,4,8,1
A2021062111270432,SPA AURO,3,15,6,19,1
A2021062111270432,CHA CAPI,1,10,,,2
A2021062113420432,SPA AURO,3,10,8,19,1
A2021062113420432,HAL GARN,1,11,,,1
A2021062113420432,HAE FLAV,1,21,,,2
A2021062113420432,EPI GUTT,2,,23,32,2
A2021062110200465,SPA AURO,7,17,14,22,1
A2021062110200465,SPA AURO,8,3,2,5,1
A2021062110200465,HAL GARN,3,12,12,14,1
A2021062110200465,HAL GARN,15,3,1,5,1
A2021062110200465,CHA CAPI,2,,12,12,3
A2021062110200465,BAL VETU,1,27,,,3
A2021062113420362,HAL GARN,3,2,2,3,1
A2021062113420362,HAL GARN,6,10,5,13,1
A2021062113420362,SPA AURO,8,7,3,12,1
A2021062113420362,SPA AURO,6,16,13,17,1
A2021062113420362,HAL RADI,1,6,,,1
A2021062113420362,EPI GUTT,2,,21,40,1
A2021062113420362,HAE FLAV,1,15,,,1
A2021062113420362,HYP PUEL,1,6,,,3
A2021062111270362,SPA AURO,2,,4,5,1
A2021062111270362,SPA AURO,6,18,14,22,1
A2021062111270362,HAL GARN,16,8,3,14,1
A2021062111270362,CHA CAPI,2,,8,9,1
A2021062111270362,EPI GUTT,1,35,,,3
A2021062111300465,HAL GARN,1,25,,,1
A2021062111300465,HAL GARN,40,2,1,2,1
A2021062111300465,SPA AURO,4,20,17,22,1
A2021062110210163,HAL GARN,3,3,3,3,1
A2021062110210163,HAL GARN,2,,12,12,1
A2021062110210163,SPA AURO,12,4,4,5,1
A2021062110210163,SPA AURO,4,18,17,20,1
A2021062110210163,BAL VETU,1,27,,,1
A2021062112450163,SPA AURO,12,4,4,4,1
A2021062112450163,SPA AURO,8,14,12,17,1
A2021062112450163,HAL GARN,18,3,3,3,1
A2021062112450163,HAL GARN,2,,11,12,1
A2021062112450163,HAE FLAV,1,18,,,3
A2021062112450163,CHA CAPI,2,,10,10,3
A2021062113550465,HAL GARN,30,10,2,14,1
A2021062113550465,HAE FLAV,2,,15,17,1
A2021062113550465,SPA AURO,4,15,11,22,1
A2021062113550465,SPA AURO,3,3,2,3,1
A2021062113550465,CHA CAPI,2,,11,12,2
A2021062113550163,SPA AURO,4,15,14,18,1
A2021062113550163,HAL GARN,12,3,3,4,1
A2021062113550163,HAL GARN,3,12,12,13,1
A2021062113550163,BAL VETU,1,29,,,1
A2021062113550163,EPI GUTT,1,25,,,2
A2021062112430465,HAE FLAV,3,15,14,16,1
A2021062112430465,HAL GARN,15,4,2,12,1
A2021062112430465,BAL VETU,1,24,,,1
A2021062112430465,SPA AURO,8,20,14,22,1
A2021062112430465,SPA AURO,13,4,2,9,1
A2021062112430465,HAL RADI,1,15,,,2
A2021062112430465,CHA CAPI,2,,8,8,2
A2021062111310363,HAL GARN,15,6,3,12,1
A2021062111310363,BAL VETU,1,26,,,1
A2021062111310363,SPA AURO,1,11,,,2
A2021061412020163,SPA AURO,10,5,4,6,1
A2021061412020163,SPA AURO,5,13,12,14,1
A2021061412020163,HAL GARN,5,4,4,4,1
A2021061412020163,HAL GARN,2,,10,11,1
A2021061412020163,HAL RADI,1,5,,,1
A2021061412020163,BAL VETU,1,27,,,1
A2021061413130163,SPA AURO,5,4,4,5,1
A2021061413130163,SPA AURO,1,14,,,1
A2021061413130163,BAL VETU,2,,21,27,1
A2021061413130163,HAL GARN,5,3,3,4,1
A2021061413130163,HAL GARN,2,,10,11,1
A2021061413130163,HAL RADI,1,10,,,1
A2021061414260163,SPA AURO,35,5,4,7,1
A2021061414260163,SPA AURO,6,13,12,15,1
A2021061414260163,HAE FLAV,2,,17,18,1
A2021061414260163,HAL GARN,5,3,3,4,1
A2021061414260163,HAL GARN,3,12,10,14,1
A2021061414260163,CHA CAPI,2,,10,10,1
A2021061414250363,SPA AURO,2,,17,23,1
A2021061414250363,SPA AURO,8,7,4,12,1
A2021061414250363,HAL GARN,13,4,3,11,1
A2021061414250363,CHA CAPI,2,,9,9,3
A2021061411380367,HAE FLAV,2,,12,13,1
A2021061411380367,SPA AURO,3,20,18,22,1
A2021061411380367,BAL VETU,1,25,,,2
A2021061411380367,CHA CAPI,2,,7,7,2
A2021061411380367,HAL GARN,3,9,8,10,2
A2021061413440367,BAL VETU,5,28,27,28,1
A2021061714440066,SPA AURO,2,,10,10,1
A2021061714440066,HAL GARN,1,8,,,2
A2021061709170066,HAL GARN,3,4,4,8,1
A2021061709170066,SPA AURO,1,20,,,1
A2021061709170066,HAE FLAV,3,16,16,16,1
A2021061709170066,CHA CAPI,2,,8,8,2
A2021061709170066,ABU SAXA,1,12,,,2
A2021061711580468,HAL GARN,3,15,12,16,1
A2021061711580468,SPA AURO,3,12,10,18,1
A2021061711580468,CHA CAPI,1,12,,,2
A2021061711580468,HAL RADI,1,8,,,2
A2021061812350163,SPA AURO,21,4,3,6,1
A2021061812350163,SPA AURO,3,20,18,21,1
A2021061812350163,HAL GARN,15,4,4,5,1
A2021061812350163,HAL GARN,3,10,10,12,1
A2021061812350163,HAL RADI,1,14,,,1
A2021061814470163,HAL GARN,18,3,3,4,1
A2021061814470163,HAL GARN,2,,12,12,1
A2021061814470163,SPA AURO,18,4,3,5,1
A2021061814470163,SPA AURO,2,,18,21,1
A2021061814470163,CHA CAPI,2,,10,11,1
A2021061811060163,SPA AURO,12,5,4,6,1
A2021061811060163,SPA AURO,4,16,15,21,1
A2021061811060163,ABU SAXA,2,,12,12,1
A2021061811060163,HAL GARN,8,3,3,4,1
A2021061811060163,HAL GARN,1,13,,,1
A2021061811060163,HAE FLAV,1,18,,,3
A2021061713480363,HAE FLAV,3,14,13,15,1
A2021061713480363,CHA CAPI,3,8,7,8,1
A2021061713480363,HAL GARN,7,5,3,15,1
A2021061713480363,SPA AURO,1,20,,,2
A2021061713480363,SPA AURO,1,5,,,2
A2021061810180163,BAL VETU,2,,29,33,1
A2021061714500363,SPA AURO,3,16,13,17,1
A2021061714500363,HAE FLAV,1,13,,,1
A2021061714500363,HAL GARN,4,9,6,11,1
A2021061714500363,CHA CAPI,2,,8,8,3
A2021062115170465,HAL RADI,1,17,,,1
A2021062115170465,HAL GARN,1,19,,,1
A2021062115170465,HAL GARN,3,10,6,12,1
A2021062115170465,SPA AURO,2,,14,21,1
A2021062115170465,SPA AURO,1,10,,,1
A2021062115180363,SPA AURO,6,4,3,9,1
A2021062115180363,HAL GARN,5,5,2,14,1
A2021062113440471,SPA AURO,6,16,12,17,1
A2021062113440471,CHA CAPI,2,,6,7,2
A2021062113440471,HAE FLAV,1,10,,,2
A2021062115340471,HAL GARN,15,3,2,4,1
A2021062211130471,HAL GARN,3,4,3,5,1
A2021062211130471,ABU SAXA,1,8,,,1
A2021062211130471,SPA AURO,1,17,,,1
A2021062211130471,CHA CAPI,1,8,,,2
A2021062210190471,HAL GARN,1,7,,,1
A2021062213200066,HAL GARN,4,4,3,8,1
A2021062214200471,HAL GARN,1,7,,,2
A2021062214200471,CHA CAPI,2,,5,6,2
A2021062215300471,HAL GARN,2,,4,6,1
A2021062215300471,SPA AURO,1,4,,,2
A2021062214490441,HAE FLAV,2,,16,18,1
A2021062214490441,HAL GARN,11,4,4,10,1
A2021062214490441,SPA AURO,1,17,,,1
A2021062214490441,EPI GUTT,1,23,,,2
A2021062212040441,HAL GARN,31,6,5,14,1
A2021062212040441,HAE FLAV,2,,13,14,1
A2021062212040441,SPA AURO,1,18,,,1
A2021062212040441,BAL VETU,1,23,,,1
A2021062212040441,CHA CAPI,2,,8,8,3
A2021062212040441,EPI GUTT,1,13,,,3
A2021062210080441,HAE FLAV,2,,12,13,1
A2021062210080441,CHA CAPI,2,,8,8,1
A2021062210080441,HAL GARN,7,4,4,18,1
A2021062210080441,EPI GUTT,1,15,,,3
A2021062110240441,HAL GARN,23,8,3,19,1
A2021062110240441,HAE FLAV,2,,17,18,1
A2021062110240441,CHA CAPI,2,,6,6,1
A2021062110240441,SPA AURO,2,,17,18,1
A2021062112400441,HAL GARN,43,3,2,16,1
A2021062112400441,SPA AURO,2,,20,22,1
A2021062112400441,EPI GUTT,1,17,,,1
A2021062112400441,CHA CAPI,2,,9,9,2
A2021062112400441,HAE FLAV,1,17,,,1
A2021062115020441,HAL GARN,12,4,3,14,1
A2021062115020441,SPA AURO,1,21,,,1
A2021062115020441,BAL VETU,1,30,,,3
A2021062115020441,CHA CAPI,2,,9,9,3
A2021062212570362,SPA AURO,5,4,3,10,1
A2021062212570362,SPA AURO,2,,18,22,1
A2021062212570362,CHA CAPI,2,,6,7,1
A2021062212570362,HAL GARN,8,2,2,3,1
A2021062212570362,HAL GARN,2,,13,14,1
A2021062212570362,HAE FLAV,1,17,,,3
A2021062211030362,HAE FLAV,37,18,15,26,1
A2021062211030362,HAL GARN,13,3,2,3,1
A2021062211030362,HAL GARN,8,10,8,15,1
A2021062211030362,SPA AURO,7,10,3,19,1
A2021062211030362,EPI GUTT,1,29,,,1
A2021062211030362,CHA CAPI,2,,4,5,1
A2021062309360432,SPA AURO,2,,15,18,1
A2021062309360432,BAL VETU,1,35,,,1
A2021062309360432,SPA AURO,1,7,,,1
A2021062309370362,HAL GARN,3,4,4,6,1
A2021062309370362,SPA AURO,3,14,12,15,1
A2021062309370362,CHA CAPI,2,,5,6,2
A2021062309370362,HAL RADI,1,6,,,3
A2021062309370362,EPI GUTT,1,27,,,3
A2021062314380471,HAL GARN,1,7,,,1
A2021062314380471,BAL VETU,1,25,,,2
A2021062310540471,HAL GARN,6,5,4,7,1
A2021062310540471,HAE FLAV,1,12,,,1
A2021062310540471,CHA CAPI,1,5,,,3
A2021062310030471,CHA CAPI,2,,6,7,1
A2021062310030471,HAE FLAV,1,13,,,1
A2021062310030471,HAL GARN,10,4,2,7,1
A2021062310030471,BAL VETU,1,25,,,1
A2021062213020465,CHA CAPI,4,12,10,13,1
A2021062213020465,BAL VETU,1,23,,,1
A2021062213020465,HAL GARN,9,10,3,15,1
A2021062213020465,SPA AURO,2,,6,8,1
A2021062213020465,SPA AURO,6,15,13,22,1
A2021062213020465,EPI GUTT,1,23,,,1
A2021061413150458,BAL VETU,3,35,35,38,1
A2021061413150458,SPA AURO,2,,25,25,1
A2021061413150458,CHA CAPI,2,,15,15,1
A2021061413150458,EPI GUTT,1,25,,,1
A2021061413150458,HAL GARN,12,3,2,4,1
A2021061411350458,HAL GARN,9,4,2,6,1
A2021061411350458,HAL GARN,1,13,,,1
A2021061415070458,SPA AURO,5,25,10,30,1
A2021061415070458,CHA CAPI,4,10,10,10,2
A2021061412180443,BAL VETU,4,40,30,50,1
A2021061412180443,SPA AURO,3,15,12,20,1
A2021061414100443,HAL GARN,4,8,6,12,1
A2021061414100443,EPI GUTT,1,25,,,1
A2021061513260163,HAL GARN,14,4,3,4,1
A2021061513260163,SPA AURO,4,5,5,6,1
A2021061513260163,SPA AURO,2,,10,13,1
A2021061513260163,BAL VETU,1,26,,,1
A2021061513260163,CHA CAPI,1,9,,,2
A2021061514290163,HAL GARN,25,3,3,4,1
A2021061514290163,SPA AURO,12,3,3,4,1
A2021061514290163,SPA AURO,3,15,14,20,1
A2021061514290163,EPI GUTT,1,30,,,1
A2021061510000163,SPA AURO,10,5,5,6,1
A2021061510000163,SPA AURO,7,16,15,20,1
A2021061510000163,HAL GARN,4,3,3,4,1
A2021061510000163,HAL GARN,3,10,10,11,1
A2021061510000163,CHA CAPI,2,,10,11,1
A2021061510000163,HAE FLAV,1,16,,,1
A2021061510000163,EPI GUTT,1,31,,,1
A2021061510050175,HAL GARN,10,10,9,12,1
A2021061510050175,HAL GARN,20,6,4,8,1
A2021061510050175,SPA AURO,7,17,15,22,1
A2021061510050175,SPA AURO,10,6,3,10,1
A2021061510050175,BAL VETU,3,31,21,32,1
A2021061510050175,CHA CAPI,3,9,8,11,1
A2021061510050175,EPI GUTT,2,,26,30,1
A2021061510050175,HAE FLAV,2,,13,13,1
A2021061512010175,HAL GARN,3,11,10,13,1
A2021061512010175,HAL GARN,20,5,3,8,1
A2021061512010175,SPA AURO,7,15,11,18,1
A2021061512010175,SPA AURO,15,7,5,10,1
A2021061512010175,CHA CAPI,1,9,,,3
A2021061514030175,BAL VETU,1,34,,,1
A2021061514030175,SPA AURO,2,,18,20,1
A2021061514030175,SPA AURO,3,5,5,9,1
A2021061514030175,EPI GUTT,1,18,,,2
A2021061509550367,SPA AURO,2,,13,15,1
A2021061509550367,HAL GARN,2,,8,8,1
A2021061509550367,HAE FLAV,1,10,,,1
A2021061509550367,CHA CAPI,2,,7,7,1
A2021061509550367,EPI GUTT,1,23,,,1
A2021061511530367,HAL GARN,8,7,5,10,1
A2021061511530367,SPA AURO,8,11,8,16,1
A2021061511530367,BAL VETU,1,28,,,1
A2021061511530367,CHA CAPI,2,,7,7,1
A2021061511530367,HAE FLAV,2,,14,15,2
A2021061513510367,HAL GARN,6,7,6,9,1
A2021061513510367,SPA AURO,4,11,8,15,1
A2021061513510367,HAE FLAV,2,,14,15,1
A2021061513510367,EPI GUTT,1,22,,,2
A2021061511530066,HAE FLAV,2,,15,15,1
A2021061511530066,HAL GARN,15,5,4,12,1
A2021061511530066,CHA CAPI,2,,8,8,1
A2021061511530066,SPA AURO,1,15,,,1
A2021061511530066,SPA AURO,5,3,3,3,1
A2021061511530066,EPI GUTT,1,20,,,2
A2021061509560066,SPA AURO,3,15,15,15,1
A2021061509560066,HAL GARN,5,6,4,10,1
A2021061509560066,SPA AURO,1,23,,,1
A2021061509560066,CHA CAPI,2,,10,11,2
A2021061509560066,HAE FLAV,1,17,,,3
A2021061510080467,BAL VETU,1,22,,,1
A2021061510080467,HAL GARN,4,12,11,16,1
A2021061510080467,CHA CAPI,2,,9,9,1
A2021061510080467,HAE FLAV,1,17,,,1
A2021061510080467,SPA AURO,2,,18,18,1
A2021061411350440,HAL GARN,5,5,3,15,1
A2021061411350440,CHA CAPI,2,,13,13,1
A2021061411350440,EPI GUTT,1,26,,,1
A2021061411350440,SPA AURO,3,16,5,18,2
A2021061512050467,CHA CAPI,2,,6,6,1
A2021061512050467,SPA AURO,2,,18,20,1
A2021061512050467,SPA AURO,6,8,6,13,1
A2021061512050467,HAL GARN,3,9,9,14,1
A2021061512050467,HAE FLAV,1,13,,,2
A2021061413160440,SPA AURO,4,4,3,5,1
A2021061413160440,HAL GARN,4,3,3,8,1
A2021061514050467,BAL VETU,2,,34,35,1
A2021061514050467,SPA AURO,1,21,,,1
A2021061514050467,HAL GARN,1,20,,,2
A2021061514050467,HAL GARN,3,10,8,10,2
A2021061514050467,SPA AURO,5,15,14,16,1
A2021061415040440,SPA AURO,4,22,3,24,1
A2021061415040440,CHA CAPI,2,,13,13,1
A2021061415040440,ANI VIRG,1,25,,,1
A2021061415040440,HAL GARN,2,,8,8,1
A2021061415040440,EPI GUTT,1,28,,,2
A2021061514280363,SPA AURO,2,,17,18,1
A2021061514280363,CHA CAPI,1,8,,,2
A2021061809170066,HAL GARN,40,6,4,6,1
A2021061809170066,BAL VETU,1,21,,,1
A2021061809170066,HAL GARN,2,,3,3,1
A2021061810550066,SPA AURO,1,17,,,1
A2021061810550066,EPI GUTT,1,22,,,1
A2021061810550066,HAE FLAV,1,17,,,1
A2021061810550066,HAL GARN,2,,4,4,1
A2021061810550066,SPA AURO,1,16,,,1
A2021061810550066,BAL VETU,2,,30,34,3
A2021061812440066,HAL GARN,10,4,4,4,1
A2021061812440066,SPA AURO,5,3,3,3,1
A2021061812440066,BAL VETU,1,30,,,1
A2021061812440066,CHA CAPI,2,,8,8,1
A2021061812440066,EPI GUTT,1,25,,,3
A2021061814340066,SPA AURO,4,3,3,3,1
A2021061814340066,SPA AURO,8,10,8,20,1
A2021061814340066,EPI GUTT,1,25,,,1
A2021061814340066,CHA CAPI,1,6,,,2
A2021061809000175,HAE FLAV,1,14,,,1
A2021061809000175,HAL GARN,3,4,3,10,1
A2021061809000175,SPA AURO,3,15,13,18,1
A2021061809000175,SPA AURO,5,7,4,9,1
A2021061809000175,ABU SAXA,1,10,,,1
A2021061809000175,CHA CAPI,2,,10,10,2
A2021061809590175,HAL GARN,2,,3,7,1
A2021061809590175,CHA CAPI,4,10,9,11,1
A2021061809590175,SPA AURO,1,28,,,1
A2021061809590175,SPA AURO,6,9,5,12,1
A2021061809590175,EPI GUTT,1,28,,,1
A2021061809590175,HAE FLAV,1,15,,,1
A2021061809590175,LUT GRIS,1,20,,,2
A2021061810490175,HAL GARN,3,12,11,14,1
A2021061810490175,HAL GARN,10,7,4,9,1
A2021061810490175,SPA AURO,6,9,5,10,1
A2021061810490175,CHA CAPI,2,,10,11,1
A2021061810490175,HAE FLAV,1,15,,,1
A2021061811530175,SPA AURO,3,9,7,12,1
A2021061813020175,HAE FLAV,3,14,13,15,1
A2021061813020175,CHA CAPI,4,5,5,6,1
A2021061813020175,HAL GARN,1,4,,,1
A2021061815210458,HAE FLAV,35,16,15,18,1
A2021061815210458,BAL VETU,2,,28,30,1
A2021061815210458,SPA AURO,3,16,15,25,2
A2021061815210458,HAL RADI,2,,18,18,2
A2021061815210458,CHA CAPI,2,,8,8,3
A2021061811520440,EPI GUTT,1,22,,,1
A2021061811520440,HAL GARN,2,,3,3,1
A2021061811520440,SPA AURO,1,6,,,2
A2021061813490440,HAL GARN,8,12,10,16,1
A2021061813490440,SPA AURO,7,8,4,22,1
A2021061813490440,ABU SAXA,1,13,,,1
A2021061813490440,HAL RADI,2,,8,15,1
A2021061813490440,CHA CAPI,2,,12,12,2
A2021061808590468,SPA AURO,6,14,11,25,1
A2021061808590468,HAE FLAV,3,17,16,17,1
A2021061808590468,CHA CAPI,2,,11,11,1
A2021061808590468,HAL GARN,7,7,6,15,2
A2021061808590468,BAL VETU,1,27,,,2
A2021061611150469,BAL VETU,1,20,,,1
A2021061611150469,HAL GARN,1,11,,,1
A2021061611150469,CHA CAPI,1,6,,,1
A2021061809570468,SPA AURO,3,5,3,22,1
A2021062114540066,SPA AURO,3,3,3,3,1
A2021062115340066,SPA AURO,3,3,3,3,1
A2021062311500471,BAL VETU,4,20,18,23,1
A2021062311500471,EPI GUTT,2,,10,11,1
A2021062311500471,HAE FLAV,1,15,,,1
A2021062311500471,HAL GARN,1,6,,,3
A2021062310020163,HAL GARN,8,3,3,4,1
A2021062310020163,HAL GARN,3,10,9,11,1
A2021062310400163,SPA AURO,8,4,4,5,1
A2021062310400163,SPA AURO,3,17,15,23,1
A2021062310400163,HAL GARN,12,3,3,4,1
A2021062310400163,HAL GARN,4,11,10,13,1
A2021062310400163,EPI GUTT,1,19,,,1
A2021062310400163,BAL VETU,1,29,,,1
A2021062310400163,HAL RADI,1,10,,,1
A2021062312440363,HAL GARN,20,5,3,12,1
A2021062312440363,SPA AURO,7,4,3,8,1
A2021062312440363,BAL VETU,1,30,,,3
A2021062312440363,EPI GUTT,1,28,,,3
A2021062212100465,EPI GUTT,1,24,,,1
A2021062212100465,SPA AURO,5,19,16,22,1
A2021062212100465,CHA CAPI,2,,11,12,1
A2021062212100465,HAL GARN,1,14,,,1
A2021062212100465,HAL GARN,2,,2,3,1
A2021062214160465,HAL GARN,8,12,1,13,1
A2021062214160465,SPA AURO,6,5,5,8,1
A2021062214160465,SPA AURO,3,15,14,17,1
A2021062214160465,HAE FLAV,1,17,,,3
A2021062214160465,BAL VETU,1,24,,,3
A2021062211090465,SPA AURO,1,4,,,1
A2021062212090363,EPI GUTT,1,27,,,1
A2021062212090363,HAL GARN,5,6,5,10,1
A2021062212090363,SPA AURO,3,15,13,16,1
A2021062212090363,BAL VETU,1,33,,,1
A2021062212090363,CHA CAPI,1,7,,,2
A2021062311300163,HAL GARN,8,3,3,4,1
A2021062311300163,HAL GARN,2,,10,12,1
A2021062311300163,HAE FLAV,2,,17,18,1
A2021062311300163,SPA AURO,4,4,4,5,1
A2021062311300163,SPA AURO,3,16,15,20,1
A2021062311300163,HAL RADI,1,4,,,2
A2021062313460163,HAE FLAV,2,,17,18,1
A2021062313460163,SPA AURO,4,5,5,6,1
A2021062313460163,SPA AURO,1,15,,,1
A2021062313460163,HAL RADI,1,9,,,1
A2021062212180471,SPA AURO,1,15,,,1
A2021062212180471,HAE FLAV,1,11,,,2
A2021062309590465,HAL GARN,21,6,2,8,1
A2021062213190471,HAL GARN,9,5,2,6,1
A2021062310410465,HAL GARN,1,16,,,1
A2021062310410465,HAL GARN,16,4,3,5,1
A2021062310410465,SPA AURO,8,3,3,5,1
A2021062310410465,SPA AURO,2,,16,18,1
A2021062310410465,BAL VETU,1,16,,,2
A2021062310410465,EPI GUTT,1,17,,,2
A2021062312440465,HAL GARN,6,2,2,2,1
A2021062312440465,HAL GARN,5,10,7,13,1
A2021062312440465,SPA AURO,1,15,,,2
A2021062312440465,SPA AURO,3,5,4,7,2
A2021062312440465,BAL VETU,1,26,,,2
A2021062311310465,HAL GARN,1,15,,,1
A2021062311310465,HAL GARN,24,6,3,9,1
A2021062311310465,SPA AURO,6,5,3,7,1
A2021062311310465,SPA AURO,3,18,14,19,1
A2021062311310465,BAL VETU,2,,20,30,1
A2021061514450364,EPI GUTT,1,16,,,1
A2021061514450364,BAL VETU,2,,16,20,1
A2021061514450364,SPA AURO,1,12,,,1
A2021061514450364,CHA CAPI,2,,6,6,1
A2021061514450364,HAL GARN,1,4,,,3
A2021062112200066,HAL GARN,5,4,4,15,1
A2021062112200066,SPA AURO,11,3,3,3,1
A2021062112200066,SPA AURO,3,15,13,25,1
A2021062112200066,CHA CAPI,2,,8,8,1
A2021062112200066,HAE FLAV,1,17,,,1
A2021062113440066,HAL GARN,2,,5,12,1
A2021062113440066,SPA AURO,3,4,4,4,1
A2021062113440066,SPA AURO,1,27,,,1
A2021062113440066,HAE FLAV,1,18,,,3
A2021062312510066,SPA AURO,2,,10,10,1
A2021062410210443,BAL VETU,6,52,50,55,1
A2021062410210443,HAL GARN,7,12,10,20,1
A2021062410210443,SPA AURO,1,15,,,3
A2021062412030443,HAL GARN,10,6,4,8,1
A2021062412030443,SPA AURO,4,12,10,16,1
A2021062412030443,CHA CAPI,2,,10,12,2
A2021062412030443,ABU SAXA,1,12,,,2
A2021062414310443,SPA AURO,3,22,20,25,1
A2021062414310443,HAL GARN,18,12,8,20,1
A2021062414310443,CHA CAPI,2,,10,11,2
A2021062414310443,HAE FLAV,1,15,,,2
A2021062414310443,ANI VIRG,1,25,,,2
A2021062313460465,SPA AURO,3,7,5,12,1
A2021062313460465,EPI GUTT,1,14,,,1
A2021062313460465,HAL GARN,2,,6,8,1
A2021062313460465,HAL RADI,1,7,,,1
A2021062411180363,HAL GARN,20,10,3,12,1
A2021062411180363,SPA AURO,6,5,4,14,1
A2021062411180363,CHA CAPI,1,8,,,1
A2021062411180363,BAL VETU,1,35,,,2
A2021062413410363,HAL GARN,10,7,4,9,1
A2021062413410363,CHA CAPI,3,8,5,8,1
A2021062413410363,SPA AURO,3,12,6,13,1
A2021062409470465,EPI GUTT,1,25,,,1
A2021062409470465,HAL GARN,16,7,4,8,1
A2021062409470465,SPA AURO,3,13,10,20,1
A2021062409470465,BAL VETU,3,25,20,27,1
A2021062412170465,ABU SAXA,11,13,12,14,1
A2021062412170465,SPA AURO,2,,14,16,1
A2021062412170465,SPA AURO,3,6,4,8,1
A2021062412170465,HAE FLAV,2,,14,15,2
A2021062412170465,CHA CAPI,2,,13,13,3
A2021062412170465,ANI VIRG,1,17,,,3
A2021062412170465,HAL RADI,1,7,,,3
A2021062513570362,HAL GARN,8,3,2,4,1
A2021062513570362,HAL GARN,2,,12,14,1
A2021062513570362,HAL RADI,3,7,5,7,1
A2021062513570362,SPA AURO,1,24,,,1
A2021062513570362,SPA AURO,8,6,4,12,1
A2021062513570362,EPI GUTT,1,23,,,2
A2021062413510388,ABU SAXA,8,10,8,12,1
A2021062413510388,ABU SAXA,1,4,,,1
A2021062413510388,HAL GARN,7,8,7,10,1
A2021062413510388,HAL RADI,2,,6,10,1
A2021062413510388,HAL RADI,1,2,,,1
A2021062415150388,SPA AURO,2,,10,11,1
A2021062510110388,SPA AURO,1,15,,,1
